id,title,description,body,tag_list,comments_count,public_reactions_count,author,organisation,published_date,published_year,published_month,published_day,topic_label,url
2632026,# Level Up Library Outreach: A Developer's Guide to Community Engagement Strategies,"Libraries are pillars of our communities, offering access to knowledge and resources. But in an...",library pillar community offering access knowledge resource increasingly digital world effective outreach crucial continued relevance impact join u deep dive community engagement strategy tailored modern era explore tech skill contribute .. event detail community engagement strategy public library technical workshop focus utilizing modern technology development methodology enhance public library outreach cover practical technique case study showcasing successful implementation digital engagement tool .. title community engagement strategy description technique enhance public library outreach date july 2025. time 04:30 pm local time location online link provided upon registration developer attend might asking `` developer care library outreach '' answer simple library data hub community center crucial access point technology education skill directly impact effectiveness reach .. reason event relevant learn real-world problem library face unique challenge reaching diverse community promoting service understand challenge technology provide solution .. explore innovative solution discover apis web application data analytics leveraged improve library outreach effort .. network community stakeholder connect librarian educator community member interested utilizing technology social good .. contribute open-source project many library embracing open-source solution identify potential area contribution collaboration .. enhance problem-solving skill applying technical expertise real-world problem like sharpens skill broadens perspective .. example application data visualization usage statistic imagine building dynamic dashboard visualizes library resource usage using library like could create interactive chart reveal resource popular identify area outreach effort needed .. register today n't miss opportunity learn technical skill contribute valuable community resource register secure spot techforgood opensource library communityengagement javascript dataanalytics webapp api,"techforgood, opensource, library, communityengagement",0,0,Mosin Inamdar ,,2025-06-28,2025,6,28,AI Energy Consumption,https://dev.to/mosininamdar/-level-up-library-outreach-a-developers-guide-to-community-engagement-strategies-2fe7
2625827,```,"Optimizing Library Services for Remote Users: A Tech Deep Dive   Libraries are evolving, and...",optimizing library service remote user tech deep dive library evolving need patron developer understand importance seamless access information resource regardless location post highlight upcoming event focused exactly improving library service remote user innovative technological solution .. event detail library service remote user event delf challenge opportunity delivering library service patron n't physically present 's chance learn cutting-edge technology library adopting developer contribute shaping future remote access knowledge .. event library service remote user description improving access service remote patron date august 01:00 pm local time attend n't grandma 's library talk event specifically designed appeal developer tech professional 's consider registering learn current tech stack discover technology library currently using deliver remote service authentication system digital asset management 'll get insight real-world implementation .. identify opportunity innovation event highlight pain point area technological advancement significantly improve user experience prime opportunity brainstorm innovative solution .. network library professional connect librarian specialist professional working front line remote library service gain valuable insight challenge need .. contribute public good library play crucial role providing equitable access information attending event learn use technical skill support important mission .. topic covered specific agenda dynamic expect discussion around key area enhanced authentication access control exploring secure user-friendly authentication method remote patron .. optimized digital content delivery technique efficiently streaming downloading digital resource .. interactive virtual reference service building robust engaging virtual reference tool .. accessibility remote user ensuring remote service fully accessible individual disability .. registration information ready contribute future library register today space limited n't miss hope see contributing expertise important discussion library remoteaccess digitallibraries techforgood opensource accessibility webdevelopment innovation,"libraries, remoteaccess, digitallibraries, techforgood",0,0,Mosin Inamdar ,,2025-06-26,2025,6,26,AI Energy Consumption,https://dev.to/mosininamdar/-2lck
2608288,Beyond Code: Why I Build Apps with a Human Purpose,"As a mobile app developer, I’ve written thousands of lines of code across Native and Hybrid...",mobile app developer ive written thousand line code across native hybrid platformskotlin flutter react native .. fuel work isnt technical curiosityit 's impact .. app work chance solve problemshelping someone land job enabling small business grow bringing learning remote area .. believe talk tech empathy tool evolve mission remains build purpose .. let create applicationslets build change .. devlife mobiledevelopment techforgood flutter android reactnative developerthoughts image description image description image description,"devlive, techforgood, developerthoughts, mobile",0,0,Dilip Kumar (DK),,2025-06-20,2025,6,20,Workplace dynamics,https://dev.to/dilip_kumardk_b41b9418/beyond-code-why-i-build-apps-with-a-human-purpose-59i7
2600927,"One Platform, Two Entry Points — Designing the Right Registration Flow","As our platform started coming to life, we reached a key moment: Registration.  It sounds simple —...",platform started coming life reached key moment registration .. sound simple knew would shape entire user experience .. building itconnect two different people job seeker company .. needed two path two form one goal make easy join make every click feel like belongs .. job seeker registration designed flow one thing mind help company find right talent fast here job seeker fill basic info name city contact position interest skillset short description upload cv support profile every field reason enough get started without overwhelming .. company registration company form built around credibility transparency official email company name domain business number verification short company description website optional helpful goal attract right talent showing 're real reliable .. two form couldve used one generic form didnt .. instead built two distinct experience keep user journey clean focused validate right type input role guide everyone correct dashboard login keep backend structured start decision also made easier start building role-based dashboard already progress .. learning every click matter .. even something simple registration need thought structure care .. small win made big difference platform feel .. erzana sumea isme,"registrationflow, uxdesign, techforgood, webdev",0,0,Erzana Muharremi,,2025-06-17,2025,6,17,Workplace dynamics,https://dev.to/erzana_muharremi/designing-two-registration-experiences-one-platform-two-user-paths-pkm
2600901,Designing ITConnect — From a Student Idea to a Real Experience,We’re three Computer Engineering students who noticed something missing: Young people in tech have...,three computer engineering student noticed something missing young people tech skill motivation potential clear dedicated space find job freelance project .. company dont one place find either .. decided build place .. wrote single line code opened figma .. spent day sketching discussing testing different idea .. wasnt always easy different opinion different style goal clear create platform feel simple purposeful human .. focused question like student find right opportunity second company discover right person without endless filtering everything search interview happen one space here designed welcoming home page bold mission instant search clear path side join company join worker trust-building section like testimonial profile feedback smart dashboard dont need explanation clean smooth flow interest interaction figma made possible collaborate real time visualize screen full journey share draft mentor friend improve fast often designing itconnect made u realize look .. feel use especially youre searching next big step .. 're proud weve created excited keep improving .. thanks reading erzana sumea isme,"ux, figma, itconnect, techforgood",0,0,Erzana Muharremi,,2025-06-17,2025,6,17,Workplace dynamics,https://dev.to/erzana_muharremi/designing-itconnect-our-process-in-figma-2e91
2469319,I'm Tired of Toxic Social Media — So I'm Building My Own Platform Focused on Belonging,"Social media was supposed to bring us closer together. But more and more, it feels like the...",social medium supposed bring u closer together feel like opposite .. constant outrage algorithmic manipulation hate harassment performative everything .. ive enough .. im building something different .. called kindredcircl social platform rooted authentic connection belonging safety .. ad data mining engagement farming people story human connection .. talking real posting shared experience chance connect people actually see metric target people .. tech stack kotlin multiplatform jetpack compose kobweb ktor backend graphql firebase auth postgresql redis caching feed ranking bert sentence embeddings mpnet e5-large feed moderation everything dockerized deployed via gcp right writing code solo indie funding marketing team vision work .. im sharing im sharing find collaborator supporter believer .. mission resonates youve ever felt overwhelmed unseen social medium id love follow along get involved say hey .. support project every bit help follow build public .. whats coming launch kindredcircl include beacon post public conversation starter reflection private kin-only journal kin system close connection network tiered limit moderation tool bert-assisted community reporting tiered membership free paid pay-to-be-seen nonsense im best keep real ethical human-centered even take longer .. kind future sound worth fighting yeah im building u .. let make something better together id love hear .. would want see healthier human social platform youve tried building something like helped push drop thought idea question comment im building open would love connect others,"buildinpublic, techforgood, kotlin, indiedev",0,0,Barret Vogtman,,2025-05-08,2025,5,8,Tech for Good,https://dev.to/barret_kc/im-tired-of-toxic-social-media-so-im-building-my-own-platform-focused-on-belonging-hbb
2569143,Smart Seas: How Tech is Transforming Aquaculture and Fisheries in 2025,"Introduction   With global seafood demand projected to hit 204 million tons by 2030,...",introduction global seafood demand projected hit million ton aquaculture marine capture fishery pivotal moment embracing cutting-edge technology ensure sustainability efficiency transparency shrimp farm vietnam salmon cage norway tuna fleet japan tilapia pond kenya innovation like artificial intelligence ai internet thing iot blockchain transforming produce harvest seafood advancement optimizing fish farming also revolutionizing wild-capture fishery creating seamless bridge aquaculture marine ecosystem developer tech enthusiast convergence offer thrilling frontier innovate sector vital global food security blue economy let dive technological wave reshaping aquaculture capture fishery across globe .. ai-powered precision aquaculture fishery artificial intelligence redefining precision aquaculture marine capture fishery transforming raw data actionable insight sustainability efficiency aquaculture ai optimizes operation predicts disease reducing waste boosting yield vietnam mekong delta shrimp farmer use ai platform analyze environmental condition predict disease outbreak cutting loss supporting sustainable export norway ai-driven system salmon farm analyze fish behavior reducing environmental impact increasing output 10. marine fishery canada atlantic cod industry employ ai monitor catch data real-time ensuring compliance quota protect overfished stock similarly japan pacific tuna fishery ai model forecast migration pattern improving catch efficiency adhering sustainable quota kenya lake victoria tilapia farmer leverage ai enhance yield local market boosting food security machine learning innovation enable smarter decision-making across diverse ecosystem area like nigeria ghana lack widespread ai adoption manual practice lead inefficiency loss ai could increase yield high cost limited expertise barrier tech firm like reeldata ai canada support norway salmon farm predictive analytics observe technology uk aid vietnam shrimp industry cutting operational cost developer untapped opportunity build ai tool tailored local need vietnam shrimp pond kenya fishery driving global seafood production toward sustainable future .. iot real-time monitoring smarter ocean internet thing iot transforming aquaculture wild-capture fishery using sensor smart device collect live information making seafood production efficient sustainable profitable fish farming iot track water condition like oxygen temperature ph ensure fish thrive chile salmon farm iot sensor slashed feed waste reduced disease-related loss monitoring water quality around clock boosting yield global market indonesia java sea fishing boat use iot track ocean current vessel performance cutting fuel use supporting sustainable fishing quota thailand shrimp farm iot alert farmer water quality change increasing harvest strengthening local economy tech firm driving gain aquabyte chile us iot camera optimize operation saving cost protecting marine ecosystem efishery indonesia deploys iot-based smart system reducing energy cost small-scale farmer yield australia provides iot sensor prawn farm improving water management boosting output 12. africa iot remains untapped many area africa asia manual monitoring lead inconsistent yield high loss adopting iot could increase production region supporting food security job creation high cost limited internet access barrier .. oxygen compressor iceland oxygen compressor iceland big data analytics guiding smarter decision aquaculture fishery big data analytics reshaping aquaculture wild-capture fishery turning vast amount information clear insight helping farmer fisher make smarter choice aquaculture analytics tool predict market price assess risk ensuring better planning ecuador shrimp farm data dashboard forecast global demand boosting export profit supporting local job portugal sardine fishery analytics track fish stock weather pattern reducing overfishing ensuring sustainable catch tool combine data farm market ocean guide decision tech firm like aquamanager greece provide analytics platform ecuador farm optimizing pricing strategy pelagic data usa support portugal fishery predictive tool enhancing sustainability compliance lack access analytics relying guesswork lead market loss overexploitation adopting big data could increase profit protect resource limited internet skill barrier .. blockchain transparency trust blockchain revolutionizing aquaculture wild-capture fishery creating secure transparent record build trust seafood supply chain fish farming blockchain track every stepfrom hatchery marketensuring fish raised sustainably ethically bangladesh shrimp farm blockchain system log feed source water condition increasing export trust europe boosting revenue 12. scotland mackerel fishery blockchain verifies catch origin sustainable quota reducing illegal fishing enhancing market credibility rise premium sale system store unchangeable record harvest date fishing location processing detail meeting consumer demand responsibly sourced seafood tech firm like opensc australia support bangladesh shrimp industry blockchain platform verify eco-friendly practice cutting supply chain fraud 20. stratis uk aid scotland fishery blockchain tool ensure transparent catch tracking strengthening consumer trust blockchain remains untapped small-scale aquaculture manual record-keeping lead fraud low market trust limiting export adopting blockchain could increase export value area supporting job food security high cost limited tech infrastructure hurdle huge tech gap create simple affordable blockchain apps connect local farm fishery global market .. stay tuned upcoming article ill demystify blockchains full potential revolutionizing aquaculture diving deeper opportunity practical application robotics digital twin smart aquaculture fishery robotics digital twinsvirtual model mirror real-world systemsare transforming aquaculture wild-capture fishery automating complex task predicting outcome enhancing everything fish processing human safety optimizing feeding monitoring aquaculture robot streamline processing packaging feeding digital twin improve supply chain planning peru anchovy farm robotic sorting system process fish faster reducing waste boosting export quality automated feeder save feed cost ireland mackerel fishery digital twin simulate transport route cutting delivery time ensuring fresher fish market malaysia tilapia industry robotic cold storage system maintain ideal temperature extending shelf life digital twin monitor water condition prevent disease boosting yield 10. marketing digital twin south africa abalone farm forecast consumer demand increasing sale high-value market 15. human safety robot handle hazardous underwater task australia prawn farm reducing diver injury 40. tech firm like marel iceland provide robotic processing feeding system peru farm enhancing efficiency sustainability fishency israel develops digital twin platform ireland fishery optimizing logistics water management half fisherfolk globally rely manual processing monitoring leading spoilage safety risk low yield adopting robotics digital twin could increase export value improve worker safety high cost limited tech skill barrier developer create affordable software robotic control digital twin simulation helping farmer fisher thrive sustainable future .. sustainable tech renewable energy integration renewable energy recirculating aquaculture system ra making aquaculture capture fishery greener powering operation clean source farming fish sustainably land cutting cost environmental impact aquaculture wave energy solar power reduce reliance fossil fuel ra reuses water closed-loop system grow fish like salmon minimal waste malaysia offshore fish farm wave energy run pump light reducing carbon emission lowering energy cost new zealand land-based salmon farm ra save water compared traditional method boosting yield protecting coastal ecosystem mexico shrimp farm solar panel power processing facility cutting energy cost boosting local economy innovation make seafood production eco-friendly affordable tech firm like ocean sun malaysia provide floating solar system fish farm enhancing energy efficiency akva group norway supply ra technology new zealand salmon farm reducing environmental impact eco wave power israel support mexico farm wave energy converter cutting fossil fuel use region like ghana tilapia farm vanuatu coastal fishery renewables ra underutilized diesel generator open-water farming causing pollution high cost adopting could cut energy cost increase yield limited infrastructure funding pose challenge ra salmon ra salmon credit alice auma tech community policy building sustainable future technology empowering fishing community ensuring aquaculture wild-capture fishery meet global sustainability rule fostering cooperation trust mexico oyster farm mobile apps connect farmer cooperative improving market access raising income 15. namibia hake fishery digital platform track catch comply international quota reducing illegal fishing boosting export credibility tool strengthen local community align environmental policy tech firm like thisfish canada provide tracking apps mexico farm enhancing community collaboration global fishing watch usa support namibia fishery monitoring platform ensuring policy compliance inadequancy digital tool limit market access policy adherence hamper growth adopting technology could increase income support sustainable practice low tech literacy cost challenge blue economy vision unified future convergence ai iot blockchain big data robotics digital twin renewable energy community-focused tech driving fao blue transformation aiming sustainable seafood 2030. peru anchovy fishery iot blockchain ensure sustainable catch transparent supply chain boosting export 20. south africa abalone farm ai robotics increase yield protecting marine ecosystem integrated technology create resilient blue economy unifying aquaculture capture fishery mozambique shrimp farm face barrier like high tech cost limiting adoption growth solution could unlock higher export building affordable open-source platform combine technology create holistic solution global hub ensuring seafood feed world sustainably share idea shape future dev profile stay tuned upcoming article demystifying blockchains full potential revolutionizing aquaculture ea shape future dev profile stay tuned upcoming article demystifying blockchains full potential revolutionizing aquaculture work cited reeldata ai observe technology aquabyte efishery yield opensc stratis marel fishency ocean sun eco wave power aquamanager pelagic data thisfish global fishing watch,"techforgood, ai, bigdata, smartaquaculture",0,1,SHEM MAINA,,2025-06-06,2025,6,6,Sustainable Agriculture and Food Technology,https://dev.to/mainashem/smart-seas-how-tech-is-transforming-aquaculture-and-fisheries-in-2025-lej
2452459,AI's Human Horizon,Artificial intelligence is no longer a futuristic dream—it's quietly woven itself into every aspect...,artificial intelligence longer futuristic dreamit 's quietly woven every aspect life healthcare diagnosis music recommendation shopping habit social connection ai orchestrates everyday experience shaping personal choice broader societal outcome .. 's crucial caveat becoming master remarkable technology servant silent power 're defining crossroad ethical compass calibrate today determines ai-driven world wake tomorrow beyond allure machine code technology carry deeply human responsibility challenge u profoundlyasking u 'll protect freedom ensure fairness preserve dignity ai-infused world .. cost convenience every digital step leaf footprint purchasing decision emotion expressed online even health detail entrust professionalsall accessible fuel machine learning model exchange receive remarkable convenienceservices tailored personal preference predictive care anticipating health need hyper-responsive e-commerce recommending right purchase precise moment .. yet intense personalization hidden cost invisible boundary seamless convenience blur uncomfortable intrusivenessour private life commodified intimate detail drifting silently toward corporate database inscrutable algorithm .. identifying boundary clearly one society 's defining task safeguard freedom 's vital root ai system transparency meaningful consent robust user control personal data accessed employed ethic demand clear human-defined limitsguardrails minimizing intrusion without forfeiting substantial benefit ai offer .. beneath surface ai 's troubling bias sleek mathematical surface ai promise neutralitya sparkling logic-bound impartiality far removed human prejudice truth unsettling algorithm learn historical data carry ingrained societal bias sometimes hidden beneath glossy certainty objective math .. recent headline underscore consequence amazon 's hiring algorithm silently penalized woman applicant due historically biased training data facial recognition software disproportionately misidentified individual colour contributing unjust outcome ai n't mimic society 's prejudicesit magnify replicating structural bias terrifying speed scale .. addressing challenge requires genuine reflection steadfast collaboration asks u acknowledge uncomfortable truth inequality woven history system actively seek data algorithmic design deployment process .. ca n't leave fairness chance inclusive team technologist ethicist business leader engaged citizen tackle systemic bias fostering ai system designed explicitly fairness dignity justice .. regulating moving target ai evolves seemingly overnightmorphing capability reshaping industry even redefining dizzying speed traditional regulatory framework stumble face volatility even ambitious attempt governance eu 's upcoming ai act unesco 's global recommendation risk becoming outdated almost swiftly 're written .. manage technology unfolding real-time designed thrive edge unknown rigid policy static oversight cant provide lasting clarity ai breach border effortlessly demanding coordinated global response match speed agility .. effective governance requires flexibility alongside vigilance blending clear ethical regulation capacity rapid adaptation international collaboration iterative oversight modelsembracing experimentation transparency continual accountabilityoffer hope must foster framework flexible enough embrace ai 's quicksilver pace without sacrificing ethic human dignity .. uniting ethical impact challenge ai ethic pose beyond remit single actorbe government industry giant individual acting alone instead collaborative effort becomes aspiration 's essential currency .. initiative like partnership ai ieee 's global initiative brought together diverse stakeholdersbusinesses academic citizen technologistsand empowered shape clear consensus-driven standard coalition serve meaningful platform site conversation ethic translate tangible guideline policy .. collaboration n't confined boardroom international conference everyday citizen driven substantial change demonstrated public opposition influenced linkedin 's policy shift concerning generative ai tool interconnected digital era turn grassroots pressure redefine norm effectively deliberation powerful committee .. together diverse voicescorporations technologist regulator crucially everyday peopleform harmonious collective combined pressure ensures ethical practice truly influence ai development deployment daily usage .. ethical adaptation continual journey ethic like technology seek govern never static ai becomes sophisticatedmore autonomous closely invested human lifeit intensifies ethical question trust responsibility identity dignity .. ai evolves ethic must evolve .. ethical compass ai must preserve human dignity using justice opportunity equality autonomy yardstick need continuously recalibrate relationship technology regular reflection becomes requirementnot occasional afterthoughtand must woven deeply ai 's fundamental design .. continuous vigilance flexible thinking sincere human engagement technology remains faithful servant humanity 's broader goal cherished aspiration ai 's capability undoubtedly advance human valuesthe imperative equity fairness compassionremain north star .. shaping ai intentionally stand compelling moment human technological history artificial intelligence driver human flourishing enriching healthcare tackling entrenched inequality amplifying personal creativity reducing tedious work unlocking insight hidden deep within ream data .. reach brighter future ethical clarity must guide ainot optional extra woven deliberately every decision algorithm interface create .. intentional collective ethical commitment n't merely technology 's testament fundamental human value working together embracing transparency responsibility constant ethical recalibration shape ai-powered future enhances humanity without compromising human dignity .. future isnt merely technological deeply human resonating empathy fairness hope .. publishing history url date 25th april,"aiethics, techforgood, responsibleai, humanintheloop",0,0,Tim Green,,2025-05-02,2025,5,2,AI Energy Consumption,https://dev.to/rawveg/ais-human-horizon-b58
2365596,Designing for Diversity: Inspiration from Microsoft’s Inclusive-tech-lab,"Intro:  Recently, I had the amazing opportunity to visit Microsoft's Inclusive Tech Lab, a hub for...",intro recently amazing opportunity visit microsoft 's inclusive tech lab hub innovation accessibility experience truly eye-opening particularly due tour lead 's evident passion designing accessibility forefront friend could n't stop discussing tour sparked idea exploring inclusive design principle applied using power apps power automate .. image description working occupational therapist ux researcher engineer create effective design xbox 's adaptive controller great example successful collaboration field.story image description focusing user 's need experience developer create product inclusive usable everyone reason design thinking crucial empathy understanding diverse need user help designing solution cater everyone including disability .. creativity encourages innovative approach solve accessibility challenge .. iterative process allows continuous improvement based user feedback ensuring accessibility feature effective user-friendly .. markdown table list accessibility feature power paltform power apps mostly feature description accessiblelabel property provides descriptive label control read aloud screen reader example image button label like `` submit form '' tabindex property determines order user navigate control using tab key ensuring logical intuitive navigation screen reader compatibility support popular screen reader like jaw narrator nvda enabling visually impaired user interact apps effectively high-contrast theme built-in theme meet accessibility standard ensuring sufficient contrast text background user low vision keyboard navigation apps fully navigable using keyboard feature like focus indicator logical tab order role property developer assign role control e.g. heading button helping screen reader user understand app 's structure accessibility checker built-in tool identifies potential accessibility issue provides suggestion improvement said available developer several challenge implementing accessibility feature learning curve feature robust require developer good understanding accessibility principle implement effectively .. limited automation accessibility feature like setting accessiblelabel ensuring proper tab order need manual configuration time-consuming .. complex customizations heavily customized apps may inadvertently introduce accessibility barrier improper color contrast confusing navigation .. inconsistent experience accessibility may vary depending platform e.g. mobile vs. desktop screen reader used .. image description ufurther readu power apps accessibility property power apps accessibility apps canvas checker inclusive design case study inclusive tech lab adaptive joystick someone passionate supply chain appreciate intricate planning execution required ensure unboxing experience joyful accessible everyone effort highlight microsoft 's commitment inclusivity also set benchmark thoughtful design efficient supply chain management come together create meaningful experience user packaging xbox,"powerplatform, techforgood, inclusivedesign",0,6,Bala Madhusoodhanan,,2025-04-07,2025,4,7,AI Energy Consumption,https://dev.to/balagmadhu/designing-for-diversity-inspiration-from-microsofts-inclusive-tech-lab-2b9
2019858,"Yoo Devs, Where’s Your Old Laptop?","Hey devs! I’m currently teaching a group of passionate students who are eager to learn programming,...",hey devs im currently teaching group passionate student eager learn programming dont access laptop desktop old one lying around youre using consider donating unused tech could open whole new world,"theycoded, programming, developer, techforgood",2,1,teejayRedex,,2024-09-30,2024,9,30,Workplace dynamics,https://dev.to/teejayredex/yoo-devs-wheres-your-old-laptop-41c2
1856027,"🚨 AI customer service assistant to help teams in ""state of emergency"" times",☝️ Ambition of the post   This proof of concept is here to show how AI can help deliver...,ambition post proof concept show ai help deliver customer service even organization front-office closed back-office still partially .. hopefully people wo n't feel much emotion producing content due lack sleep lowering food consumption worrying keeping family friend safe .. `` state emergency '' declared country new-caledonia image description twitter context restaurant still made choice deliver food customer degraded condition less people achieve task less food deliver context took choice modify current chatbot embed goal goal security help people stay safe save restaurant 's reduced team 's time focus mission blog post small action show done help mission tech help ... maybe help u create assistant help hard time .. demo youtube nlwge8qotpk resource chatbot huggingface au p'tit caf series article,"ai, showdev, management, techforgood",2,2,adriens,,2024-05-17,2024,5,17,AI Energy Consumption,https://dev.to/adriens/ai-customer-service-assistant-to-help-teams-in-state-of-emergency-times-1fck
1577435,🔥 Full Stack Opportunity - TypeScript/React - £90k - Are you hungry for something new?,I have partnered with a high-growth tech platform that is the backbone of the London restaurant...,"partnered high-growth tech platform backbone london restaurant industry creating revolutionary sustainable system ground looking technical senior front end engineer help international growth .. built already impressive team come exciting blend engineering restaurant background know hot get kitchen received another round funding investor backed revolut justeat help grow client base already business .. opportunity includes building real-time application system chance huge impact fast-growing startup change million entrepreneur food dreamer better life .. tech stack typescript graphql react location hybrid london 2-3 day week salary 90,000 equity fortnightly client dinner london 's best restaurant actively interviewing .... drop message email graciesr2rec.co.uk javascript tech good consultant","typescript, hiring, react, techforgood",0,1,gracieSR2,,2023-08-23,2023,8,23,Workplace dynamics,https://dev.to/graciesr2/full-stack-opportunity-typescriptreact-ps90k-are-you-hungry-for-something-new-3fmm
632059,Full-stack dev wanted,EARWIG | LONDON | ONSITE | FULL-TIME | EQUITY  📣 Here’s a great opportunity to help the UK’s construc...,earwig london onsite full-time equity here great opportunity help uk construction gig worker gig tradespeople use recruitment agency feel like construction industry doesnt best interest heart earwig career jetpack career centre could built tradespeople leveraged latest tech unlike standard career centre earwig understands tradespeople deepest need basic security self-actualisation give thruster push boundary potential .. earwig looking full-stack developer london pioneering product team radically improve work million gig tradespeople around world .. dont need cv apply brain apply,"womenintech, startup, job, techforgood",1,0,Harrison Moore,,2021-03-11,2021,3,11,Workplace dynamics,https://dev.to/harrison_moore/full-stack-dev-wanted-3a89
619432,The Three Reasons For Getting Into Tech,"I've been a professional software developer for over 15 years. In that time, I've noticed three main...","'ve professional software developer year time 've noticed three main reason people go tech industry think three valid want try convince one reason better others spoiler alert 's last one reason money first maybe common reason people get tech pay well relatively low barrier entry compared high-paying field like medicine law finance software development pay highest often inequitably related discipline like user experience design product management data science pay well .. 's completely reasonable looking create better life family would choose get tech money many example people disadvantaged background well-off provided family thanks career tech .. 'm talking founder early employee startup 's like purchasing lottery ticket even early employee vc-funded startup make good salary big tech company pay handsomely set market compensation favorite example excellent salary netflix senior software engineer make around 500,000 per year .. reason craft another reason get tech truly enjoy work pursuing career craft good `` love '' say .. remember rubyconf new orleans conference hotel next casino short walk french quarter one evening two colleague set evening around town walking lobby saw many attendee spread comfy couch armchair laptop open spending evening hacking open source project like rail various ruby gem thought `` wow really love craft '' certainly enjoy building software 's gratifying see work used others successfully fact think 's impact work matter brings u reason .... reason help people helping people tech real honest-to-goodness thing absolutely build career 'm talking vague notion `` making world better place '' either mean directly helping people could use covid-19 vaccine distributed hardship official website set scheduling appointment many created tool help get others successfully scheduled mostly volunteer effort fact expose stark reality tech worker needed level government .. government function best genuinely help people creates social safety net catch people fall economic hardship strong public education system mean everyone equitable access opportunity well-run public health system could save life pandemic hit today social infrastructure must supported solid technology built delivered tech worker .. good news getting tech help people n't negate reason like making good money developing craft today field broadly called civic tech public interest tech 's even job board called public interest tech job board really good job pay well provide opportunity advance craft .. 're quite ready go still want donate experience skill good cause 's code america brigade network u.s. code network worldwide .. consider getting tech really genuinely help people 'm thrilled 's possible day hope","career, civictech, beginners, techforgood",0,0,Luigi Ray-Montañez,,2021-03-01,2021,3,1,Open Source Funding,https://dev.to/luigi/the-three-reasons-for-getting-into-tech-5450
653516,OpenEEW a Call for Code Open Source Project ,The Basics   Open Earthquake Early Warning (EEW) is constructed to detect early signs of p...,"alt text basic open earthquake early warning eew constructed detect early sign potential earthquake providing early signal community affected solution focus addressing key area earthquake 1. detecting early signal imminent earthquake 2. predicting direction quake multiple geographically dispersed sensor 3. warning community population take immediate action watch openeew online event join slack channel enter enter enter andy meira- ceo founder grillo enter alt text alt text andy 's takeaway one main takeaway andy provided openeew presentation effect earthquake haiti 2010. reminded impact losing thousand individual impact 7.2 earthquake aftereffect economy painted strong picture toward audience biggest takeaway andy speaking first hand speaking experienced haiti earthquake saw initial impact even worse saw lasting impact haiti listen andy speak first-hand experience glue attention creates desire listen openeew capability improve overall save life near future alt text another first-hand experience andy encounter part mexico earthquake 2017. andy seeing magnitude first-hand effect earthquake mexico speaks need openeew create awareness earthquake occurs alt text alt text specific fact specific number stood open eew presentation 2.7b people live threat earthquake globally quarter world 36,000 people die globally earthquake year average past year 3.1b usd estimated economic cost earthquake puerto rico eew global implementation even improved capability technology past decade handful eews around world used japan country implemented full national earthquake early-warning system eew understanding eews capability challenge price japan implement eew cost billion usd developing country vs. developed country another interesting point andy describing importance implementing open eew developing country developing country material technology overall structure compared developed country understanding disadvantage developing country experience increase overall lack safety earthquake occur openeew capability world first iot-based eew shelf component drive cost order magnitude 1. low-noise mem accelerometer 2. powerful cloud computing 3. ai earthquake detection 4. smart intensity prediction open eews component openeew open-source component include 1. openeew sensor cost traditional seismometer 2. cloud monitoring detection a. fastaccurate algorithm running ibm cloud 3. multi-channel alert a. predicts shaking intensity user enter enter john walicki- stsm lead developer advocate alt text john open emphasis open source community isnt ibmers working openeew best way get involved project joining slack channel alt text sensor want bunch sensors- distance coverage matter sensor also alarm- john point sensor rural area internet power big concern people unplugging sensor internet connection slow adding alarm sensor give people incentive leave plugged sensor feature sensor alarm wifi ethernet esp sensor mounted listens noise- want send every noise heard cloud think door slam vehicle driving firmware early detection shaking use multiple sensor detect earthquake detection earthquake happens cloud using algorithm prevents false positive enter alt text new sensor demo next john show u set new sensor app found google play store coming soon apple app store sensor gui keyboard setup mobile device setup connect wifi broadcasted sensor gps camera sensor idea is- important information pulled mobile device alt text enter dashboard john see sensor map world map green dot show sensor sort different sensor network ex regional area data fed sensor cloud also push alert sensor alert people earthquake push command earthquake happening sensor blink red make loud beeping noise screenshots dashboard alt text alt text provisioning diagram tracking code alt text alt text oaxaca earthquake demo february 7.2 magnitude earthquake oaxaca mexico openeew team sensor place earthquake- great opportunity great train sensor large magnitude earthquake since look different small magnitude one john showed sensor data earthquake see sensor pick earthquake aftershock put perspective earthquake measured gals- slamming door .5 gal alt text top question q get sensor buy one click learn q learn deployment q best place put sensor many needed ground floor structural member concrete column people arent moving around much good internet good power magic number- many possible would great q trainingsimulation data available q considering sharing alert api use system generate cap alert public use 's open issue discussion cap support would love see contribution community move along country different way alerting population aware country want u access people subscribe app alt text interested answering call use resource join openeew website watch openeew online event join slack channel openeew github written user dhiemenz user katiemaxwell","callforcode, techforgood",0,3,katie-maxwell,IBM Developer,2021-04-02,2021,4,2,Early Earthquake Warning Systems,https://dev.to/ibmdeveloper/openeew-a-call-for-code-open-source-project-2jh7
